state_range,action
[ 57.   11.   61.    4.    1.5   3.    5.    0.    0.  171. ],"0,0"
[ 82.   12.    0.    0.    1.5   4.    5.    0.    0.  171. ],"0,1"
[ 89.  13.  73.   1.   0.   0.   5.   0.   0. 171.],"0,1"
[117.   14.   73.    2.    1.5   1.    5.    0.    0.  171. ],"3,0"
[129.   15.   73.    3.    1.5   2.    5.    0.    0.  171. ],"0,0"
[137.   16.   73.    4.    1.5   3.    5.    0.    0.  171. ],"0,0"
[139.   17.    0.    0.    1.5   4.    5.    0.    0.  171. ],"0,0"
[104.  18.   0.   0.   0.   0.   5.   0.   0. 171.],"0,0"
[106.  19.   0.   0.   0.   0.   5.   0.   0. 171.],"0,0"
[110.  20.  67.   1.   0.   0.   5.   0.   0. 171.],"0,0"
[136.   21.   67.    2.    1.5   1.    5.    0.    0.  171. ],"3,0"
[144.   22.   67.    3.    1.5   2.    5.    0.    0.  171. ],"0,0"
[161.   23.   67.    4.    1.5   3.    5.    0.    0.  171. ],"0,0"
[147.   0.   0.   0.   2.   4.   5.   0.   0. 180.],"1,0"
[106.   1.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[101.   2.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[105.   3.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[104.   4.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[106.   5.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[103.   6.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[103.   7.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[107.   8.  45.   1.   0.   0.   5.   0.   0. 180.],"0,0"
[123.   9.  45.   2.   1.   1.   5.   0.   0. 180.],"2,0"
[106.  10.  45.   3.   1.   2.   5.   0.   0. 180.],"0,0"
[ 96.  11.  45.   4.   1.   3.   5.   0.   0. 180.],"0,0"
[ 94.  12.   0.   0.   1.   4.   5.   0.   0. 180.],"0,0"
[ 80.  13.  83.   1.   0.   0.   5.   0.   0. 180.],"0,0"
[118.  14.  83.   2.   2.   1.   5.   0.   0. 180.],"4,0"
[104.  15.  83.   3.   2.   2.   5.   0.   0. 180.],"0,0"
[ 85.  16.  83.   4.   2.   3.   5.   0.   0. 180.],"0,0"
[ 70.  17.   0.   0.   2.   4.   5.   0.   0. 180.],"0,0"
[ 66.  18.   0.   0.   0.   0.   5.   0.   0. 180.],"0,1"
[105.  19.   0.   0.   0.   0.   5.   0.   0. 180.],"0,1"
[100.  20.  66.   1.   0.   0.   5.   0.   0. 180.],"0,0"
[127.   21.   66.    2.    1.5   1.    5.    0.    0.  180. ],"3,0"
[134.   22.   66.    3.    1.5   2.    5.    0.    0.  180. ],"0,0"
[142.   23.   66.    4.    1.5   3.    5.    0.    0.  180. ],"0,0"
[145.    0.    0.    0.    1.5   4.    5.    0.    0.  189. ],"0,0"
[114.   1.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[112.   2.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[110.   3.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[111.   4.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[114.   5.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[115.   6.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[114.   7.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[111.   8.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[115.   9.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[116.  10.  58.   1.   0.   0.   5.   0.   0. 189.],"0,0"
[142.  11.  58.   2.   1.   1.   5.   0.   0. 189.],"2,0"
[145.  12.  58.   3.   1.   2.   5.   0.   0. 189.],"0,0"
[159.  13.  58.   4.   1.   3.   5.   0.   0. 189.],"0,0"
[171.  14.   0.   0.   1.   4.   5.   0.   0. 189.],"0,0"
[146.  15.   0.   0.   0.   0.   5.   0.   0. 189.],"1,0"
[141.  16.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[140.  17.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[136.  18.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[137.  19.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[134.  20.  73.   1.   0.   0.   5.   0.   0. 189.],"0,0"
[160.   21.   73.    2.    1.5   1.    5.    0.    0.  189. ],"3,0"
[138.  22.  73.   3.   2.   2.   5.   0.   0. 189.],"1,0"
[126.  23.  73.   4.   2.   3.   5.   0.   0. 189.],"0,0"
[112.   0.   0.   0.   2.   4.   5.   0.   0. 211.],"0,0"
[ 61.   1.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 98.   2.   0.   0.   0.   0.   5.   0.   0. 211.],"0,1"
[ 96.   3.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[100.   4.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[102.   5.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 99.   6.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 99.   7.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 99.   8.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 98.   9.  65.   1.   0.   0.   5.   0.   0. 211.],"0,0"
[119.  10.  65.   2.   1.   1.   5.   0.   0. 211.],"2,0"
[116.  11.  65.   3.   1.   2.   5.   0.   0. 211.],"0,0"
[121.  12.  65.   4.   1.   3.   5.   0.   0. 211.],"0,0"
[135.  13.   0.   0.   1.   4.   5.   0.   0. 211.],"0,0"
[119.  14.  82.   1.   0.   0.   5.   0.   0. 211.],"0,0"
[147.   15.   82.    2.    1.5   1.    5.    0.    0.  211. ],"3,0"
[142.   16.   82.    3.    1.5   2.    5.    0.    0.  211. ],"0,0"
[133.   17.   82.    4.    1.5   3.    5.    0.    0.  211. ],"0,0"
[119.   18.    0.    0.    1.5   4.    5.    0.    0.  211. ],"0,0"
[ 85.  19.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 83.  20.  75.   1.   0.   0.   5.   0.   0. 211.],"0,0"
[112.   21.   75.    2.    1.5   1.    5.    0.    0.  211. ],"3,0"
[107.   22.   75.    3.    1.5   2.    5.    0.    0.  211. ],"0,0"
[107.   23.   75.    4.    1.5   3.    5.    0.    0.  211. ],"0,0"
[ 99.    0.    0.    0.    1.5   4.    5.    0.    0.  200. ],"0,0"
[ 60.   1.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[ 96.   2.   0.   0.   0.   0.   5.   0.   0. 200.],"0,1"
[ 91.   3.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[ 89.   4.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[ 89.   5.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[ 92.   6.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[ 96.   7.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[ 93.   8.  42.   1.   0.   0.   5.   0.   0. 200.],"0,0"
[109.   9.  42.   2.   1.   1.   5.   0.   0. 200.],"2,0"
[ 77.  10.  42.   3.   1.   2.   5.   0.   0. 200.],"0,0"
[ 52.  11.  42.   4.   1.   3.   5.   0.   0. 200.],"0,0"
[112.  12.   0.   0.   1.   4.   5.   0.   0. 200.],"0,2"
[ 90.  13.  92.   1.   0.   0.   5.   0.   0. 200.],"0,0"
[125.  14.  92.   2.   2.   1.   5.   0.   0. 200.],"4,0"
[111.  15.  92.   3.   2.   2.   5.   0.   0. 200.],"0,0"
[ 86.  16.  92.   4.   2.   3.   5.   0.   0. 200.],"0,0"
[ 62.  17.   0.   0.   2.   4.   5.   0.   0. 200.],"0,0"
[ 45.  18.   0.   0.   0.   0.   5.   0.   0. 200.],"0,1"
[112.  19.   0.   0.   0.   0.   5.   0.   0. 200.],"0,2"
[111.  20.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[106.  21.  98.   1.   0.   0.   5.   0.   0. 200.],"0,0"
[149.  22.  98.   2.   2.   1.   5.   0.   0. 200.],"4,0"
[160.  23.  98.   3.   2.   2.   5.   0.   0. 200.],"0,0"
[153.   0.  98.   4.   2.   3.   5.   0.   0. 180.],"0,0"
[148.   1.   0.   0.   2.   4.   5.   0.   0. 180.],"0,0"
[110.   2.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[108.   3.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[109.   4.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[110.   5.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[106.   6.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[104.   7.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[ 99.   8.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[ 94.   9.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[ 93.  10.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[ 91.  11.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[ 95.  12.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[ 96.  13.  61.   1.   0.   0.   5.   0.   0. 180.],"0,0"
[120.   14.   61.    2.    1.5   1.    5.    0.    0.  180. ],"3,0"
[109.   15.   61.    3.    1.5   2.    5.    0.    0.  180. ],"0,0"
[ 87.   16.   61.    4.    1.5   3.    5.    0.    0.  180. ],"0,0"
[ 68.   17.    0.    0.    1.5   4.    5.    0.    0.  180. ],"0,0"
[ 72.  18.   0.   0.   0.   0.   5.   0.   0. 180.],"0,1"
[ 70.  19.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[ 72.  20.  64.   1.   0.   0.   5.   0.   0. 180.],"0,0"
[102.   21.   64.    2.    1.5   1.    5.    0.    0.  180. ],"3,0"
[105.   22.   64.    3.    1.5   2.    5.    0.    0.  180. ],"0,0"
[113.   23.   64.    4.    1.5   3.    5.    0.    0.  180. ],"0,0"
[110.    0.    0.    0.    1.5   4.    5.    0.    0.  225. ],"0,0"
[ 69.   1.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[102.   2.   0.   0.   0.   0.   5.   0.   0. 225.],"0,1"
[102.   3.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[105.   4.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[100.   5.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[104.   6.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[106.   7.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[101.   8.  60.   1.   0.   0.   5.   0.   0. 225.],"0,0"
[125.   9.  60.   2.   1.   1.   5.   0.   0. 225.],"2,0"
[103.  10.  60.   3.   1.   2.   5.   0.   0. 225.],"0,0"
[ 87.  11.  60.   4.   1.   3.   5.   0.   0. 225.],"0,0"
[ 86.  12.   0.   0.   1.   4.   5.   0.   0. 225.],"0,0"
[ 96.  13.  76.   1.   0.   0.   5.   0.   0. 225.],"0,1"
[127.   14.   76.    2.    1.5   1.    5.    0.    0.  225. ],"3,0"
[112.   15.   76.    3.    1.5   2.    5.    0.    0.  225. ],"0,0"
[ 86.   16.   76.    4.    1.5   3.    5.    0.    0.  225. ],"0,0"
[ 70.   17.    0.    0.    1.5   4.    5.    0.    0.  225. ],"0,0"
[ 64.  18.   0.   0.   0.   0.   5.   0.   0. 225.],"0,1"
[103.  19.   0.   0.   0.   0.   5.   0.   0. 225.],"0,1"
[106.  20.  81.   1.   0.   0.   5.   0.   0. 225.],"0,0"
[137.   21.   81.    2.    1.5   1.    5.    0.    0.  225. ],"3,0"
[140.   22.   81.    3.    1.5   2.    5.    0.    0.  225. ],"0,0"
[142.   23.   81.    4.    1.5   3.    5.    0.    0.  225. ],"0,0"
[142.    0.    0.    0.    1.5   4.    5.    0.    0.  200. ],"0,0"
[106.   1.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[110.   2.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[112.   3.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[114.   4.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[110.   5.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[108.   6.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[109.   7.   0.   0.   0.   0.   5.   0.   0. 200.],"0,0"
[109.   8.  72.   1.   0.   0.   5.   0.   0. 200.],"0,0"
[134.    9.   72.    2.    1.5   1.    5.    0.    0.  200. ],"3,0"
[ 98.   10.   72.    3.    1.5   2.    5.    0.    0.  200. ],"0,0"
[ 70.   11.   72.    4.    1.5   3.    5.    0.    0.  200. ],"0,0"
[ 58.   12.    0.    0.    1.5   4.    5.    0.    0.  200. ],"0,0"
[ 67.  13.  84.   1.   0.   0.   5.   0.   0. 200.],"0,1"
[104.  14.  84.   2.   0.   0.   5.   0.   0. 200.],"0,0"
[219.   15.   84.    3.    1.5   1.    5.    0.    0.  200. ],"3,0"
[182.  16.  84.   4.   2.   2.   5.   0.   0. 200.],"1,0"
[ 51.   17.    0.    0.    2.5   3.    5.    0.    0.  200. ],"1,0"
[  6.   18.    0.    0.    2.5   4.    5.    0.    0.  200. ],"0,2"
[ 51.  19.   0.   0.   0.   0.   5.   0.   0. 200.],"0,3"
[127.  20.   0.   0.   0.   0.   5.   0.   0. 200.],"0,2"
[127.  21.  58.   1.   0.   0.   5.   0.   0. 200.],"0,0"
[148.  22.  58.   2.   1.   1.   5.   0.   0. 200.],"2,0"
[162.  23.  58.   3.   1.   2.   5.   0.   0. 200.],"0,0"
[140.    0.   58.    4.    1.5   3.    5.    0.    0.  171. ],"1,0"
[120.    1.    0.    0.    1.5   4.    5.    0.    0.  171. ],"0,0"
[ 89.   2.   0.   0.   0.   0.   5.   0.   0. 171.],"0,0"
[ 86.   3.   0.   0.   0.   0.   5.   0.   0. 171.],"0,0"
[ 90.   4.   0.   0.   0.   0.   5.   0.   0. 171.],"0,0"
[ 95.   5.   0.   0.   0.   0.   5.   0.   0. 171.],"0,0"
[101.   6.   0.   0.   0.   0.   5.   0.   0. 171.],"0,0"
[ 99.   7.   0.   0.   0.   0.   5.   0.   0. 171.],"0,0"
[ 99.   8.  47.   1.   0.   0.   5.   0.   0. 171.],"0,0"
[114.   9.  47.   2.   1.   1.   5.   0.   0. 171.],"2,0"
[100.  10.  47.   3.   1.   2.   5.   0.   0. 171.],"0,0"
[ 95.  11.  47.   4.   1.   3.   5.   0.   0. 171.],"0,0"
[ 99.  12.   0.   0.   1.   4.   5.   0.   0. 171.],"0,0"
[ 86.  13.  76.   1.   0.   0.   5.   0.   0. 171.],"0,0"
[120.  14.  76.   2.   2.   1.   5.   0.   0. 171.],"4,0"
[109.  15.  76.   3.   2.   2.   5.   0.   0. 171.],"0,0"
[ 80.  16.  76.   4.   2.   3.   5.   0.   0. 171.],"0,0"
[ 61.  17.   0.   0.   2.   4.   5.   0.   0. 171.],"0,0"
[ 54.  18.   0.   0.   0.   0.   5.   0.   0. 171.],"0,1"
[122.  19.   0.   0.   0.   0.   5.   0.   0. 171.],"0,2"
[126.  20.  56.   1.   0.   0.   5.   0.   0. 171.],"0,0"
[144.   21.   56.    2.    1.5   1.    5.    0.    0.  171. ],"3,0"
[134.   22.   56.    3.    1.5   2.    5.    0.    0.  171. ],"0,0"
[137.   23.   56.    4.    1.5   3.    5.    0.    0.  171. ],"0,0"
[126.    0.    0.    0.    1.5   4.    5.    0.    0.  189. ],"0,0"
[ 90.   1.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 85.   2.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 85.   3.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 89.   4.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 84.   5.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 86.   6.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 83.   7.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 81.   8.  56.   1.   0.   0.   5.   0.   0. 189.],"0,0"
[104.   9.  56.   2.   1.   1.   5.   0.   0. 189.],"2,0"
[100.  10.  56.   3.   1.   2.   5.   0.   0. 189.],"0,0"
[ 99.  11.  56.   4.   1.   3.   5.   0.   0. 189.],"0,0"
[102.  12.   0.   0.   1.   4.   5.   0.   0. 189.],"0,0"
[ 79.  13.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 82.  14.  60.   1.   0.   0.   5.   0.   0. 189.],"0,0"
[105.   15.   60.    2.    1.5   1.    5.    0.    0.  189. ],"3,0"
[ 81.   16.   60.    3.    1.5   2.    5.    0.    0.  189. ],"0,0"
[ 55.   17.   60.    4.    1.5   3.    5.    0.    0.  189. ],"0,0"
[ 72.   18.    0.    0.    1.5   4.    5.    0.    0.  189. ],"0,1"
[ 71.  19.   0.   0.   0.   0.   5.   0.   0. 189.],"0,1"
[ 75.  20.  51.   1.   0.   0.   5.   0.   0. 189.],"0,0"
[100.  21.  51.   2.   1.   1.   5.   0.   0. 189.],"2,0"
[112.  22.  51.   3.   1.   2.   5.   0.   0. 189.],"0,0"
[119.  23.  51.   4.   1.   3.   5.   0.   0. 189.],"0,0"
[122.   0.   0.   0.   1.   4.   5.   0.   0. 211.],"0,0"
[ 99.   1.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 93.   2.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 92.   3.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 90.   4.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 87.   5.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 90.   6.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 89.   7.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 88.   8.  71.   1.   0.   0.   5.   0.   0. 211.],"0,0"
[115.    9.   71.    2.    1.5   1.    5.    0.    0.  211. ],"3,0"
[ 73.   10.   71.    3.    1.5   2.    5.    0.    0.  211. ],"0,0"
[ 35.   11.   71.    4.    1.5   3.    5.    0.    0.  211. ],"0,0"
[ 96.   12.    0.    0.    1.5   4.    5.    0.    0.  211. ],"0,2"
[ 61.  13.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[ 95.  14.  65.   1.   0.   0.   5.   0.   0. 211.],"0,1"
[120.  15.  65.   2.   1.   1.   5.   0.   0. 211.],"2,0"
[130.  16.  65.   3.   1.   2.   5.   0.   0. 211.],"0,0"
[139.  17.  65.   4.   1.   3.   5.   0.   0. 211.],"0,0"
[139.  18.   0.   0.   1.   4.   5.   0.   0. 211.],"0,0"
[111.  19.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[112.  20.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[116.  21.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[113.  22.  60.   1.   0.   0.   5.   0.   0. 211.],"0,0"
[135.  23.  60.   2.   1.   1.   5.   0.   0. 211.],"2,0"
[145.   0.  60.   3.   1.   2.   5.   0.   0. 211.],"0,0"
[138.   1.  60.   4.   1.   3.   5.   0.   0. 211.],"0,0"
[141.   2.   0.   0.   1.   4.   5.   0.   0. 211.],"0,0"
[122.   3.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[118.   4.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[114.   5.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[113.   6.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[114.   7.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[115.   8.  61.   1.   0.   0.   5.   0.   0. 211.],"0,0"
[141.   9.  61.   2.   1.   1.   5.   0.   0. 211.],"2,0"
[129.  10.  61.   3.   1.   2.   5.   0.   0. 211.],"0,0"
[128.  11.  61.   4.   1.   3.   5.   0.   0. 211.],"0,0"
[132.  12.   0.   0.   1.   4.   5.   0.   0. 211.],"0,0"
[110.  13.  96.   1.   0.   0.   5.   0.   0. 211.],"0,0"
[152.  14.  96.   2.   2.   1.   5.   0.   0. 211.],"4,0"
[137.  15.  96.   3.   2.   2.   5.   0.   0. 211.],"0,0"
[107.  16.  96.   4.   2.   3.   5.   0.   0. 211.],"0,0"
[ 87.  17.   0.   0.   2.   4.   5.   0.   0. 211.],"0,0"
[ 70.  18.   0.   0.   0.   0.   5.   0.   0. 211.],"0,1"
[ 67.  19.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[103.  20.   0.   0.   0.   0.   5.   0.   0. 211.],"0,1"
[105.  21.   0.   0.   0.   0.   5.   0.   0. 211.],"0,0"
[106.  22.  76.   1.   0.   0.   5.   0.   0. 211.],"0,0"
[135.   23.   76.    2.    1.5   1.    5.    0.    0.  211. ],"3,0"
[134.    0.   76.    3.    1.5   2.    5.    0.    0.  189. ],"0,0"
[120.    1.   76.    4.    1.5   3.    5.    0.    0.  189. ],"0,0"
[117.    2.    0.    0.    1.5   4.    5.    0.    0.  189. ],"0,0"
[ 91.   3.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 96.   4.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 94.   5.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 90.   6.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 91.   7.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 89.   8.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 92.   9.  74.   1.   0.   0.   5.   0.   0. 189.],"0,0"
[117.   10.   74.    2.    1.5   1.    5.    0.    0.  189. ],"3,0"
[105.   11.   74.    3.    1.5   2.    5.    0.    0.  189. ],"0,0"
[ 98.   12.   74.    4.    1.5   3.    5.    0.    0.  189. ],"0,0"
[105.   13.    0.    0.    1.5   4.    5.    0.    0.  189. ],"0,0"
[ 77.  14.  81.   1.   0.   0.   5.   0.   0. 189.],"0,0"
[107.   15.   81.    2.    1.5   1.    5.    0.    0.  189. ],"3,0"
[111.   16.   81.    3.    1.5   2.    5.    0.    0.  189. ],"0,0"
[106.   17.   81.    4.    1.5   3.    5.    0.    0.  189. ],"0,0"
[106.   18.    0.    0.    1.5   4.    5.    0.    0.  189. ],"0,0"
[ 72.  19.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 72.  20.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 71.  21.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 76.  22.  97.   1.   0.   0.   5.   0.   0. 189.],"0,0"
[117.  23.  97.   2.   2.   1.   5.   0.   0. 189.],"4,0"
[115.   0.  97.   3.   2.   2.   5.   0.   0. 180.],"0,0"
[ 95.   1.  97.   4.   2.   3.   5.   0.   0. 180.],"0,0"
[ 96.   2.   0.   0.   2.   4.   5.   0.   0. 180.],"0,0"
[ 63.   3.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[ 99.   4.   0.   0.   0.   0.   5.   0.   0. 180.],"0,1"
[104.   5.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[105.   6.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[106.   7.   0.   0.   0.   0.   5.   0.   0. 180.],"0,0"
[101.   8.  64.   1.   0.   0.   5.   0.   0. 180.],"0,0"
[127.    9.   64.    2.    1.5   1.    5.    0.    0.  180. ],"3,0"
[ 97.   10.   64.    3.    1.5   2.    5.    0.    0.  180. ],"0,0"
[ 70.   11.   64.    4.    1.5   3.    5.    0.    0.  180. ],"0,0"
[ 63.   12.    0.    0.    1.5   4.    5.    0.    0.  180. ],"0,0"
[ 73.  13.   0.   0.   0.   0.   5.   0.   0. 180.],"0,1"
[ 76.  14.  93.   1.   0.   0.   5.   0.   0. 180.],"0,0"
[114.  15.  93.   2.   2.   1.   5.   0.   0. 180.],"4,0"
[105.  16.  93.   3.   2.   2.   5.   0.   0. 180.],"0,0"
[ 85.  17.  93.   4.   2.   3.   5.   0.   0. 180.],"0,0"
[ 69.  18.   0.   0.   2.   4.   5.   0.   0. 180.],"0,0"
[ 66.  19.   0.   0.   0.   0.   5.   0.   0. 180.],"0,1"
[ 99.  20.  45.   1.   0.   0.   5.   0.   0. 180.],"0,1"
[114.  21.  45.   2.   1.   1.   5.   0.   0. 180.],"2,0"
[118.  22.  45.   3.   1.   2.   5.   0.   0. 180.],"0,0"
[127.  23.  45.   4.   1.   3.   5.   0.   0. 180.],"0,0"
[130.   0.   0.   0.   1.   4.   5.   0.   0. 189.],"0,0"
[108.   1.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[107.   2.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[111.   3.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[114.   4.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[115.   5.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[113.   6.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[115.   7.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[113.   8.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[115.   9.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[110.  10.  69.   1.   0.   0.   5.   0.   0. 189.],"0,0"
[141.   11.   69.    2.    1.5   1.    5.    0.    0.  189. ],"3,0"
[123.   12.   69.    3.    1.5   2.    5.    0.    0.  189. ],"0,0"
[124.   13.   69.    4.    1.5   3.    5.    0.    0.  189. ],"0,0"
[127.   14.    0.    0.    1.5   4.    5.    0.    0.  189. ],"0,0"
[ 97.  15.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 96.  16.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 94.  17.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 95.  18.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 98.  19.   0.   0.   0.   0.   5.   0.   0. 189.],"0,0"
[ 95.  20.  63.   1.   0.   0.   5.   0.   0. 189.],"0,0"
[116.   21.   63.    2.    1.5   1.    5.    0.    0.  189. ],"3,0"
[109.   22.   63.    3.    1.5   2.    5.    0.    0.  189. ],"0,0"
[112.   23.   63.    4.    1.5   3.    5.    0.    0.  189. ],"0,0"
[102.    0.    0.    0.    1.5   4.    5.    0.    0.  225. ],"0,0"
[ 63.   1.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[ 96.   2.   0.   0.   0.   0.   5.   0.   0. 225.],"0,1"
[ 99.   3.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[ 96.   4.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[ 99.   5.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[102.   6.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[101.   7.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[100.   8.  64.   1.   0.   0.   5.   0.   0. 225.],"0,0"
[124.   9.  64.   2.   1.   1.   5.   0.   0. 225.],"2,0"
[111.  10.  64.   3.   1.   2.   5.   0.   0. 225.],"0,0"
[107.  11.  64.   4.   1.   3.   5.   0.   0. 225.],"0,0"
[105.  12.   0.   0.   1.   4.   5.   0.   0. 225.],"0,0"
[ 86.  13.   0.   0.   0.   0.   5.   0.   0. 225.],"0,0"
[ 89.  14.  63.   1.   0.   0.   5.   0.   0. 225.],"0,0"
[116.  15.  63.   2.   1.   1.   5.   0.   0. 225.],"2,0"
[115.  16.  63.   3.   1.   2.   5.   0.   0. 225.],"0,0"
